,Features,AvgLossSyn
0,"['monthly_emissions', 'prcp', 'snow']",0.006318998939309869
0,"['monthly_emissions', 'prcp', 'tavg']",0.004646707664166725
0,"['monthly_emissions', 'prcp', 'gdp_rel_2017_interp']",0.010143233049715546
0,"['monthly_emissions', 'prcp', 'monthly_energy_prod']",0.007095932946547057
0,"['monthly_emissions', 'prcp', 'monthly_energy_use']",0.0065912625809760594
0,"['monthly_emissions', 'prcp', 'monthly_energy_flow']",0.00704205970778837
0,"['monthly_emissions', 'prcp', 'monthly_renew_pct']",0.011556229983961852
0,"['monthly_emissions', 'prcp', 'monthly_fossil_pct']",0.007712673715222038
0,"['monthly_emissions', 'prcp', 'monthly_pop_density']",0.006626289251392983
0,"['monthly_emissions', 'prcp', 'monthly_emissions_sma']",0.006545270116363419
0,"['monthly_emissions', 'snow', 'tavg']",0.004947266708961877
0,"['monthly_emissions', 'snow', 'gdp_rel_2017_interp']",0.013889231225331512
0,"['monthly_emissions', 'snow', 'monthly_energy_prod']",0.10404718203314983
0,"['monthly_emissions', 'snow', 'monthly_energy_use']",0.005525180401333713
0,"['monthly_emissions', 'snow', 'monthly_energy_flow']",0.0060806692396223406
0,"['monthly_emissions', 'snow', 'monthly_renew_pct']",0.0065925575144195865
0,"['monthly_emissions', 'snow', 'monthly_fossil_pct']",0.0043278804572926734
0,"['monthly_emissions', 'snow', 'monthly_pop_density']",0.005403209199806725
0,"['monthly_emissions', 'snow', 'monthly_emissions_sma']",0.0062575786231894035
0,"['monthly_emissions', 'tavg', 'gdp_rel_2017_interp']",0.012286138625211274
0,"['monthly_emissions', 'tavg', 'monthly_energy_prod']",0.10164013197512921
0,"['monthly_emissions', 'tavg', 'monthly_energy_use']",0.004509218635319879
0,"['monthly_emissions', 'tavg', 'monthly_energy_flow']",0.003975481601964068
0,"['monthly_emissions', 'tavg', 'monthly_renew_pct']",0.00611158650726366
0,"['monthly_emissions', 'tavg', 'monthly_fossil_pct']",0.008356739717378143
0,"['monthly_emissions', 'tavg', 'monthly_pop_density']",0.005188245903334882
0,"['monthly_emissions', 'tavg', 'monthly_emissions_sma']",0.004503373298261491
0,"['monthly_emissions', 'gdp_rel_2017_interp', 'monthly_energy_prod']",0.004361541852922871
0,"['monthly_emissions', 'gdp_rel_2017_interp', 'monthly_energy_use']",0.02639011113491966
0,"['monthly_emissions', 'gdp_rel_2017_interp', 'monthly_energy_flow']",0.014372443883859293
0,"['monthly_emissions', 'gdp_rel_2017_interp', 'monthly_renew_pct']",0.015850219504253565
0,"['monthly_emissions', 'gdp_rel_2017_interp', 'monthly_fossil_pct']",0.01409919234341329
0,"['monthly_emissions', 'gdp_rel_2017_interp', 'monthly_pop_density']",0.03247207442633006
0,"['monthly_emissions', 'gdp_rel_2017_interp', 'monthly_emissions_sma']",0.006198226010760679
0,"['monthly_emissions', 'monthly_energy_prod', 'monthly_energy_use']",0.006012112259914074
0,"['monthly_emissions', 'monthly_energy_prod', 'monthly_energy_flow']",0.004986365977806265
0,"['monthly_emissions', 'monthly_energy_prod', 'monthly_renew_pct']",0.10769452853339206
0,"['monthly_emissions', 'monthly_energy_prod', 'monthly_fossil_pct']",0.10698072317020951
0,"['monthly_emissions', 'monthly_energy_prod', 'monthly_pop_density']",0.1019118154201141
0,"['monthly_emissions', 'monthly_energy_prod', 'monthly_emissions_sma']",0.006274366052457481
0,"['monthly_emissions', 'monthly_energy_use', 'monthly_energy_flow']",0.006232030485620484
0,"['monthly_emissions', 'monthly_energy_use', 'monthly_renew_pct']",0.011523599008377251
0,"['monthly_emissions', 'monthly_energy_use', 'monthly_fossil_pct']",0.00994135771526704
0,"['monthly_emissions', 'monthly_energy_use', 'monthly_pop_density']",0.008095915770605455
0,"['monthly_emissions', 'monthly_energy_use', 'monthly_emissions_sma']",0.00659019562768107
0,"['monthly_emissions', 'monthly_energy_flow', 'monthly_renew_pct']",0.006965855211304692
0,"['monthly_emissions', 'monthly_energy_flow', 'monthly_fossil_pct']",0.004318854567385364
0,"['monthly_emissions', 'monthly_energy_flow', 'monthly_pop_density']",0.006619221339416809
0,"['monthly_emissions', 'monthly_energy_flow', 'monthly_emissions_sma']",0.007204274677508129
0,"['monthly_emissions', 'monthly_renew_pct', 'monthly_fossil_pct']",0.005273487821766312
0,"['monthly_emissions', 'monthly_renew_pct', 'monthly_pop_density']",0.014440797346700078
0,"['monthly_emissions', 'monthly_renew_pct', 'monthly_emissions_sma']",0.008949359382832771
0,"['monthly_emissions', 'monthly_fossil_pct', 'monthly_pop_density']",0.008866627841904258
0,"['monthly_emissions', 'monthly_fossil_pct', 'monthly_emissions_sma']",0.009943381527182871
0,"['monthly_emissions', 'monthly_pop_density', 'monthly_emissions_sma']",0.005774856501062908
0,"['prcp', 'snow', 'tavg']",0.0070788899732387
0,"['prcp', 'snow', 'gdp_rel_2017_interp']",0.022707808562526896
0,"['prcp', 'snow', 'monthly_energy_prod']",0.00573827857430301
0,"['prcp', 'snow', 'monthly_energy_use']",0.006097815974811364
0,"['prcp', 'snow', 'monthly_energy_flow']",0.013589422100395675
0,"['prcp', 'snow', 'monthly_renew_pct']",0.007204640246384159
0,"['prcp', 'snow', 'monthly_fossil_pct']",0.00711669205494147
0,"['prcp', 'snow', 'monthly_pop_density']",0.005694820516344887
0,"['prcp', 'snow', 'monthly_emissions_sma']",0.006151821868335113
0,"['prcp', 'tavg', 'gdp_rel_2017_interp']",0.023815400361088288
0,"['prcp', 'tavg', 'monthly_energy_prod']",0.008199156327559382
0,"['prcp', 'tavg', 'monthly_energy_use']",0.004230906538686157
0,"['prcp', 'tavg', 'monthly_energy_flow']",0.01245852041169662
0,"['prcp', 'tavg', 'monthly_renew_pct']",0.007514831292704701
0,"['prcp', 'tavg', 'monthly_fossil_pct']",0.004637654318535064
0,"['prcp', 'tavg', 'monthly_pop_density']",0.005581346315173048
0,"['prcp', 'tavg', 'monthly_emissions_sma']",0.004651869418596481
0,"['prcp', 'gdp_rel_2017_interp', 'monthly_energy_prod']",0.00944271058826194
0,"['prcp', 'gdp_rel_2017_interp', 'monthly_energy_use']",0.018802135402530108
0,"['prcp', 'gdp_rel_2017_interp', 'monthly_energy_flow']",0.022363395694602425
0,"['prcp', 'gdp_rel_2017_interp', 'monthly_renew_pct']",0.021193204109226236
0,"['prcp', 'gdp_rel_2017_interp', 'monthly_fossil_pct']",0.02034022294352479
0,"['prcp', 'gdp_rel_2017_interp', 'monthly_pop_density']",0.058353202216273624
0,"['prcp', 'gdp_rel_2017_interp', 'monthly_emissions_sma']",0.008677291829829055
0,"['prcp', 'monthly_energy_prod', 'monthly_energy_use']",0.00889834998150612
0,"['prcp', 'monthly_energy_prod', 'monthly_energy_flow']",0.00921013501777624
0,"['prcp', 'monthly_energy_prod', 'monthly_renew_pct']",0.009742946187491143
0,"['prcp', 'monthly_energy_prod', 'monthly_fossil_pct']",0.009987951222973848
0,"['prcp', 'monthly_energy_prod', 'monthly_pop_density']",0.005680558356909894
0,"['prcp', 'monthly_energy_prod', 'monthly_emissions_sma']",0.005226296975883501
0,"['prcp', 'monthly_energy_use', 'monthly_energy_flow']",0.009664152273366677
0,"['prcp', 'monthly_energy_use', 'monthly_renew_pct']",0.01316707269669669
0,"['prcp', 'monthly_energy_use', 'monthly_fossil_pct']",0.009506536831521108
0,"['prcp', 'monthly_energy_use', 'monthly_pop_density']",0.005448544488296914
0,"['prcp', 'monthly_energy_use', 'monthly_emissions_sma']",0.008932390423333927
0,"['prcp', 'monthly_energy_flow', 'monthly_renew_pct']",0.007629760724150575
