,Features,AvgLossSyn
0,['monthly_emissions'],0.006627227587947642
0,['prcp'],0.005763238965714641
0,['snow'],0.004852630955899839
0,['tavg'],0.004938067063272781
0,['gdp_rel_2017_interp'],0.05971289637829901
0,['monthly_energy_prod'],0.003836629949453861
0,['monthly_energy_use'],0.00676521252637021
0,['monthly_energy_flow'],0.005160916651432161
0,['monthly_renew_pct'],0.007497158040185952
0,['monthly_fossil_pct'],0.005043360947157293
0,['monthly_pop_density'],0.00519798286330135
0,['monthly_emissions_sma'],0.006636998963189486
