,Features,AvgLossSyn
0,"['monthly_emissions', 'prcp']",0.1068980916350497
0,"['monthly_emissions', 'snow']",0.17469468571201316
0,"['monthly_emissions', 'tavg']",0.17423398593385553
0,"['monthly_emissions', 'gdp_rel_2017_interp']",0.0295690539420035
0,"['monthly_emissions', 'monthly_energy_prod']",0.07982666432877755
0,"['monthly_emissions', 'monthly_energy_use']",0.12474682902694768
0,"['monthly_emissions', 'monthly_energy_flow']",0.035800706900398965
0,"['monthly_emissions', 'monthly_renew_pct']",0.32897120198564156
0,"['monthly_emissions', 'monthly_fossil_pct']",0.25525815213064457
0,"['monthly_emissions', 'monthly_pop_density']",0.04511156938709547
0,"['monthly_emissions', 'monthly_emissions_sma']",0.158546826437451
0,"['prcp', 'snow']",0.4462080602587904
0,"['prcp', 'tavg']",1.2215631305076224
0,"['prcp', 'gdp_rel_2017_interp']",2.4672273535030325
0,"['prcp', 'monthly_energy_prod']",0.3503179987688336
0,"['prcp', 'monthly_energy_use']",0.8594196155001614
0,"['prcp', 'monthly_energy_flow']",0.9294019995018878
0,"['prcp', 'monthly_renew_pct']",0.45072045874149097
0,"['prcp', 'monthly_fossil_pct']",0.9909209095631758
0,"['prcp', 'monthly_pop_density']",0.33109462018685565
0,"['prcp', 'monthly_emissions_sma']",0.12747188016344235
0,"['snow', 'tavg']",0.6768469782316159
0,"['snow', 'gdp_rel_2017_interp']",0.8919714014689165
0,"['snow', 'monthly_energy_prod']",0.2402838634972256
0,"['snow', 'monthly_energy_use']",0.7317002389636141
0,"['snow', 'monthly_energy_flow']",0.6500601626143228
0,"['snow', 'monthly_renew_pct']",0.5855127292130762
0,"['snow', 'monthly_fossil_pct']",1.1196645280530548
0,"['snow', 'monthly_pop_density']",0.28737718913100135
0,"['snow', 'monthly_emissions_sma']",0.17820425012437457
0,"['tavg', 'gdp_rel_2017_interp']",2.7400760477419484
0,"['tavg', 'monthly_energy_prod']",0.20835634373201287
0,"['tavg', 'monthly_energy_use']",1.2177186810460738
0,"['tavg', 'monthly_energy_flow']",1.0039112404571562
0,"['tavg', 'monthly_renew_pct']",1.3772818795656088
0,"['tavg', 'monthly_fossil_pct']",1.8733756614157846
0,"['tavg', 'monthly_pop_density']",0.26521329545404193
0,"['tavg', 'monthly_emissions_sma']",0.1760705156275344
0,"['gdp_rel_2017_interp', 'monthly_energy_prod']",0.15921332895603857
0,"['gdp_rel_2017_interp', 'monthly_energy_use']",0.4300802988978212
0,"['gdp_rel_2017_interp', 'monthly_energy_flow']",0.7938797143892493
0,"['gdp_rel_2017_interp', 'monthly_renew_pct']",3.708102341808767
0,"['gdp_rel_2017_interp', 'monthly_fossil_pct']",2.245800210434918
0,"['gdp_rel_2017_interp', 'monthly_pop_density']",1.333305904387007
0,"['gdp_rel_2017_interp', 'monthly_emissions_sma']",0.028887279636574902
0,"['monthly_energy_prod', 'monthly_energy_use']",0.2020179005156636
0,"['monthly_energy_prod', 'monthly_energy_flow']",0.16829616120437077
0,"['monthly_energy_prod', 'monthly_renew_pct']",0.4898411176379337
0,"['monthly_energy_prod', 'monthly_fossil_pct']",0.17154654036072456
0,"['monthly_energy_prod', 'monthly_pop_density']",0.24215100579081028
0,"['monthly_energy_prod', 'monthly_emissions_sma']",0.08017860064241206
0,"['monthly_energy_use', 'monthly_energy_flow']",0.20917266660368866
0,"['monthly_energy_use', 'monthly_renew_pct']",10.881747443212085
0,"['monthly_energy_use', 'monthly_fossil_pct']",6.675359992726047
0,"['monthly_energy_use', 'monthly_pop_density']",4.000375570556458
0,"['monthly_energy_use', 'monthly_emissions_sma']",0.1252941718670906
0,"['monthly_energy_flow', 'monthly_renew_pct']",1.0574766131278295
0,"['monthly_energy_flow', 'monthly_fossil_pct']",0.5052829206608661
0,"['monthly_energy_flow', 'monthly_pop_density']",0.6634885051217508
0,"['monthly_energy_flow', 'monthly_emissions_sma']",0.03042691606767733
0,"['monthly_renew_pct', 'monthly_fossil_pct']",0.6587357394139457
0,"['monthly_renew_pct', 'monthly_pop_density']",0.27428954352615836
0,"['monthly_renew_pct', 'monthly_emissions_sma']",0.2970526386982097
0,"['monthly_fossil_pct', 'monthly_pop_density']",0.4386967119687555
0,"['monthly_fossil_pct', 'monthly_emissions_sma']",0.20547604263461813
0,"['monthly_pop_density', 'monthly_emissions_sma']",0.04590274547641266
